Order ID,Customer Name,Region,Category,Quantity,Sales,Profit,Payment Method,Order Date
ORD00303,Sneha Joshi,Central,Clothing,2,38722.29,4795.56,Credit Card,2025-12-31
ORD00304,Arjun Patel,East,Furniture,7,35728.02,7448.41,Net Banking,2024-11-20
ORD00305,Neha Patel,North,Electronics,5,22514.43,5411.04,UPI,2024-05-15
ORD00306,Arjun Nair,West,Clothing,9,27959.63,4250.17,UPI,2024-04-01
ORD00307,Neha Menon,North,Groceries,10,39329.72,10458.93,UPI,2024-10-25
ORD00308,Divya Singh,North,Groceries,4,28812.04,2662.11,Net Banking,2024-06-22
ORD00309,Vikram Gupta,East,Office Supplies,8,7723.77,709.06,Debit Card,2025-03-07
ORD00310,Pooja Iyer,North,Office Supplies,5,47239.0,10875.59,Net Banking,2025-08-31
ORD00311,Asha Reddy,West,Electronics,3,15580.57,4474.83,Debit Card,2025-09-27
ORD00312,Suresh Jain,East,Clothing,6,21815.5,5582.23,Cash,2024-05-19
ORD00313,Pooja Kumar,Central,Furniture,8,16052.07,4673.46,Debit Card,2024-10-25
ORD00314,Kavya Das,South,Office Supplies,7,14374.86,3542.92,Debit Card,2024-04-26
ORD00315,Varun Reddy,Central,Groceries,3,34244.78,6421.75,Net Banking,2025-12-26
ORD00316,Karthik Iyer,East,Electronics,7,33812.39,2867.11,Debit Card,2024-09-04
ORD00317,Rohan Joshi,South,Clothing,7,4161.27,1238.71,Net Banking,2025-08-19
ORD00318,Suresh Menon,Central,Clothing,9,2319.88,677.65,Cash,2025-08-31
ORD00319,Arjun Patel,South,Office Supplies,3,32526.49,1986.53,Net Banking,2024-12-05
ORD00320,Divya Patel,North,Electronics,5,11489.05,2719.61,Cash,2025-08-17
ORD00321,Varun Reddy,West,Office Supplies,7,23421.63,5150.16,Cash,2024-06-03
ORD00322,Neha Sharma,West,Electronics,5,21090.78,6125.44,UPI,2024-05-25
ORD00323,Neha Gupta,East,Clothing,4,26295.18,3604.41,UPI,2025-03-24
ORD00324,Manoj Kumar,North,Office Supplies,1,40604.2,3198.45,Debit Card,2025-10-25
ORD00325,Ananya Joshi,South,Furniture,9,9135.44,822.5,Cash,2025-03-12
ORD00326,Manoj Reddy,West,Furniture,3,32203.7,5089.27,UPI,2025-09-20
ORD00327,Karthik Iyer,Central,Clothing,7,720.28,74.69,Debit Card,2025-12-21
ORD00328,Arjun Das,North,Groceries,3,18606.75,1847.07,UPI,2024-09-25
ORD00329,Kavya Menon,East,Groceries,7,30759.77,6052.02,Debit Card,2024-12-26
ORD00330,Manoj Das,South,Office Supplies,10,29713.33,6478.32,Debit Card,2024-04-30
ORD00331,Meera Gupta,North,Furniture,6,34825.11,6188.64,Net Banking,2025-09-02
ORD00332,Vikram Das,West,Clothing,3,24590.18,4533.07,Credit Card,2025-07-22
ORD00333,Sneha Iyer,East,Furniture,3,16071.71,2615.67,UPI,2025-01-02
ORD00334,Rahul Iyer,South,Furniture,7,48209.54,8502.21,Net Banking,2025-02-22
ORD00335,Kavya Singh,West,Clothing,3,4592.2,265.04,Credit Card,2024-10-26
ORD00336,Priya Gupta,South,Groceries,5,8826.34,1450.44,Net Banking,2025-07-16
ORD00337,Ajay Patel,Central,Electronics,5,38868.09,9943.26,Debit Card,2025-07-09
ORD00338,Priya Jain,West,Groceries,4,49493.9,3741.94,Credit Card,2024-10-31
ORD00339,Priya Iyer,East,Office Supplies,2,22233.96,6636.6,Credit Card,2024-08-02
ORD00340,Varun Verma,East,Groceries,7,8716.09,739.2,Credit Card,2024-07-30
ORD00341,Priya Das,East,Groceries,5,30044.46,2766.92,Debit Card,2024-10-23
ORD00342,Varun Gupta,Central,Electronics,3,48157.21,11867.03,UPI,2024-10-10
ORD00343,Vikram Verma,South,Furniture,3,35714.05,9182.81,Net Banking,2025-05-16
ORD00344,Vikram Das,East,Clothing,7,22873.59,4767.01,UPI,2025-02-16
ORD00345,Ajay Verma,East,Office Supplies,8,47537.58,6266.51,UPI,2024-04-05
ORD00346,Manoj Joshi,East,Electronics,9,20186.94,5895.24,Credit Card,2025-05-21
ORD00347,Rohan Kumar,East,Office Supplies,9,29107.72,5575.16,Net Banking,2024-12-17
ORD00348,Priya Sharma,North,Clothing,1,6649.74,1758.28,Net Banking,2025-04-12
ORD00349,Rahul Singh,South,Furniture,5,8369.38,2370.05,Debit Card,2024-04-05
ORD00350,Neha Gupta,North,Office Supplies,3,3063.47,632.3,Credit Card,2025-03-15
ORD00351,Arjun Verma,North,Electronics,4,24101.93,2004.68,Credit Card,2025-06-15
ORD00352,Manoj Sharma,North,Office Supplies,2,49413.67,7687.7,Credit Card,2025-05-04
ORD00353,Arjun Reddy,West,Electronics,2,5608.48,795.79,Debit Card,2024-05-20
ORD00354,Suresh Jain,South,Furniture,2,26760.16,1394.7,Credit Card,2025-03-26
ORD00355,Neha Verma,South,Furniture,7,30995.76,4977.79,Credit Card,2024-03-29
ORD00356,Ananya Nair,North,Groceries,7,17901.01,2816.67,Credit Card,2024-09-10
ORD00357,Rohan Joshi,North,Furniture,9,30249.45,6966.29,Debit Card,2025-12-08
ORD00358,Rahul Yadav,East,Furniture,9,30542.88,2967.6,Net Banking,2024-10-29
ORD00359,Priya Jain,South,Clothing,7,6080.81,1063.51,Cash,2024-03-13
ORD00360,Ajay Kapoor,North,Office Supplies,6,7033.15,1865.22,Cash,2025-03-06
ORD00361,Neha Menon,South,Clothing,2,1326.13,88.7,Debit Card,2024-08-08
ORD00362,Priya Kapoor,North,Clothing,9,14681.15,3349.61,Net Banking,2025-03-09
ORD00363,Suresh Patel,Central,Groceries,10,8057.68,571.28,UPI,2025-06-07
ORD00364,Karthik Jain,South,Groceries,6,19841.21,4138.35,UPI,2024-11-13
ORD00365,Divya Verma,South,Electronics,4,4767.53,756.23,Net Banking,2025-09-18
ORD00366,Asha Sharma,East,Furniture,2,1126.92,95.0,UPI,2024-06-16
ORD00367,Kavya Kumar,Central,Groceries,5,8764.67,716.36,Debit Card,2024-04-30
ORD00368,Rahul Kumar,West,Office Supplies,9,3661.66,835.15,Cash,2025-10-04
ORD00369,Arjun Iyer,West,Groceries,6,3244.24,859.2,Credit Card,2025-01-11
ORD00370,Sneha Gupta,North,Groceries,2,11806.02,2092.1,UPI,2024-01-13
ORD00371,Meera Sharma,West,Office Supplies,7,46051.21,4362.9,UPI,2025-07-20
ORD00372,Divya Reddy,East,Furniture,7,45834.81,5957.78,UPI,2025-08-08
ORD00373,Neha Patel,Central,Electronics,3,11547.66,2066.38,UPI,2025-02-14
ORD00374,Arjun Kapoor,West,Office Supplies,5,16701.4,3144.42,UPI,2025-01-12
ORD00375,Karthik Gupta,Central,Office Supplies,10,12507.91,1776.98,Net Banking,2024-07-19
ORD00376,Nisha Jain,South,Furniture,1,46653.68,2611.56,Cash,2024-12-20
ORD00377,Rahul Kumar,North,Clothing,5,5645.48,1030.04,Credit Card,2025-03-05
ORD00378,Kavya Sharma,South,Office Supplies,2,2673.06,288.34,Cash,2025-02-26
ORD00379,Neha Iyer,North,Groceries,2,25518.67,5341.16,Net Banking,2024-03-17
ORD00380,Varun Das,North,Clothing,3,12220.2,1408.35,Debit Card,2025-02-06
ORD00381,Amit Kumar,West,Office Supplies,4,4197.03,422.55,Cash,2024-04-21
ORD00382,Vikram Patel,South,Clothing,8,16044.65,1286.53,Debit Card,2024-07-31
ORD00383,Manoj Gupta,West,Office Supplies,2,4975.83,1253.41,Debit Card,2025-12-22
ORD00384,Asha Sharma,South,Office Supplies,3,5015.04,561.96,Debit Card,2025-02-09
ORD00385,Ajay Sharma,East,Office Supplies,3,2038.56,308.02,Net Banking,2025-07-23
ORD00386,Nisha Reddy,North,Clothing,2,40292.89,3422.81,UPI,2024-03-04
ORD00387,Meera Nair,South,Clothing,6,34471.12,9803.37,UPI,2025-08-19
ORD00388,Varun Gupta,North,Electronics,2,10288.64,2176.01,Credit Card,2024-04-04
ORD00389,Amit Patel,North,Clothing,1,8815.47,1705.54,Net Banking,2025-05-23
ORD00390,Rahul Singh,West,Furniture,6,11128.45,1077.1,Debit Card,2025-04-01
ORD00391,Vikram Sharma,Central,Groceries,10,12666.35,1567.79,Net Banking,2025-07-17
ORD00392,Kavya Sharma,North,Office Supplies,7,7293.18,728.33,Cash,2024-09-12
ORD00393,Nisha Jain,North,Clothing,6,24244.38,5948.57,Debit Card,2025-08-02
ORD00394,Ajay Kumar,West,Office Supplies,3,1790.12,356.73,UPI,2024-10-14
ORD00395,Priya Jain,West,Groceries,6,38458.69,11533.82,Credit Card,2024-04-12
ORD00396,Meera Joshi,South,Office Supplies,9,40906.12,11425.69,UPI,2024-08-12
ORD00397,Varun Yadav,West,Office Supplies,3,9216.97,1826.16,Debit Card,2025-08-28
ORD00398,Rahul Verma,East,Groceries,10,7534.06,2162.97,Net Banking,2025-07-09
ORD00399,Pooja Nair,West,Electronics,2,3280.31,657.43,UPI,2025-06-23
ORD00400,Kavya Sharma,East,Groceries,4,40419.05,5464.24,Credit Card,2024-11-27
ORD00401,Priya Sharma,South,Groceries,3,38831.14,10159.01,Debit Card,2024-03-15
ORD00402,Neha Verma,West,Groceries,2,17159.77,2241.94,Credit Card,2025-03-23
ORD00403,Kavya Joshi,East,Furniture,9,34831.24,9829.77,Debit Card,2024-08-16
ORD00404,Varun Yadav,South,Clothing,5,36832.75,4553.61,Credit Card,2024-01-02
ORD00405,Varun Singh,Central,Electronics,3,30318.24,8496.98,Cash,2024-08-14
ORD00406,Varun Patel,West,Furniture,6,37394.49,4094.66,Debit Card,2024-06-20
ORD00407,Arjun Yadav,East,Clothing,1,13628.02,1531.59,UPI,2024-12-24
ORD00408,Rohan Jain,North,Electronics,1,19603.89,4570.57,Credit Card,2025-02-27
ORD00409,Kavya Kapoor,West,Office Supplies,9,19079.7,4907.33,Cash,2025-10-28
ORD00410,Meera Nair,West,Electronics,1,15097.98,1957.89,UPI,2024-03-16
ORD00411,Amit Nair,West,Furniture,2,27578.79,7571.23,UPI,2024-12-12
ORD00412,Asha Das,West,Electronics,7,47150.89,4302.49,Net Banking,2024-06-09
ORD00413,Priya Patel,East,Furniture,4,20759.35,3913.72,Cash,2024-09-28
ORD00414,Pooja Gupta,South,Electronics,1,19948.66,3738.69,Net Banking,2024-06-06
ORD00415,Priya Kumar,North,Clothing,2,15080.2,3249.86,Cash,2025-05-06
ORD00416,Karthik Patel,North,Furniture,3,32090.44,9443.07,Net Banking,2024-04-28
ORD00417,Pooja Jain,West,Clothing,8,44796.44,5207.64,Cash,2025-01-31
ORD00418,Sneha Kumar,West,Office Supplies,3,22565.88,2613.67,Net Banking,2024-09-26
ORD00419,Meera Yadav,East,Groceries,1,7980.97,1788.68,UPI,2024-03-28
ORD00420,Neha Jain,Central,Clothing,10,11761.88,767.41,Net Banking,2025-06-19
ORD00421,Divya Menon,West,Groceries,4,24074.98,1678.96,UPI,2025-05-29
ORD00422,Varun Kapoor,Central,Groceries,10,7798.66,2240.66,Net Banking,2024-06-26
ORD00423,Sneha Reddy,South,Furniture,1,21457.06,6374.25,Net Banking,2024-07-25
ORD00424,Vikram Yadav,Central,Office Supplies,6,45584.82,12697.35,UPI,2024-03-30
ORD00425,Suresh Menon,West,Groceries,6,42902.9,7719.18,UPI,2025-12-18
ORD00426,Asha Das,Central,Clothing,2,21014.9,1829.35,Cash,2025-08-19
ORD00427,Ananya Kapoor,North,Groceries,2,39394.41,10513.14,Debit Card,2025-02-24
ORD00428,Rohan Singh,West,Groceries,10,23915.81,2225.36,Net Banking,2024-05-27
ORD00429,Asha Das,West,Electronics,7,44533.92,5917.38,Credit Card,2024-02-20
ORD00430,Kavya Kapoor,East,Office Supplies,1,17224.37,4278.76,Debit Card,2024-10-14
ORD00431,Kavya Yadav,North,Furniture,3,15373.78,3627.15,Debit Card,2024-10-02
ORD00432,Divya Das,North,Furniture,8,10963.83,2806.66,Net Banking,2025-06-12
ORD00433,Neha Yadav,North,Groceries,3,3748.04,852.28,Net Banking,2024-05-18
ORD00434,Ajay Kapoor,Central,Electronics,3,10041.79,2593.12,UPI,2024-09-12
ORD00435,Priya Iyer,North,Office Supplies,4,14061.89,3598.11,Cash,2025-02-10
ORD00436,Ananya Joshi,North,Furniture,6,24694.94,3988.87,Net Banking,2025-08-23
ORD00437,Nisha Kumar,East,Furniture,5,37573.58,8349.32,Debit Card,2024-01-29
ORD00438,Suresh Sharma,South,Groceries,4,42927.0,9093.87,Credit Card,2024-10-02
ORD00439,Divya Menon,North,Electronics,8,45620.01,9664.27,Cash,2024-01-09
ORD00440,Meera Gupta,Central,Office Supplies,5,21478.44,3095.45,Debit Card,2025-04-15
ORD00441,Rohan Reddy,West,Office Supplies,9,41303.39,6166.11,UPI,2024-01-08
ORD00442,Ajay Joshi,East,Groceries,10,30647.98,3819.32,UPI,2025-05-08
ORD00443,Arjun Kumar,East,Office Supplies,5,13426.77,3058.26,Debit Card,2024-07-11
ORD00444,Vikram Menon,South,Electronics,10,20502.87,2663.25,Credit Card,2024-01-27
ORD00445,Kavya Gupta,East,Clothing,7,19719.61,1160.1,Cash,2024-07-13
ORD00446,Amit Verma,South,Groceries,8,45373.06,9889.84,Cash,2024-11-03
ORD00447,Sneha Yadav,Central,Furniture,5,5331.35,437.1,Debit Card,2025-07-26
ORD00448,Sneha Joshi,East,Electronics,4,18086.53,4269.37,Debit Card,2025-03-06
ORD00449,Amit Kumar,East,Groceries,5,23456.15,1863.48,UPI,2025-10-11
ORD00450,Varun Das,Central,Electronics,8,44526.59,7797.47,Net Banking,2025-06-26
ORD00451,Pooja Singh,North,Furniture,3,49621.22,6731.99,Cash,2025-04-13
ORD00452,Vikram Kumar,South,Electronics,8,16965.16,5032.89,Debit Card,2025-10-11
ORD00453,Priya Sharma,West,Office Supplies,4,38179.07,3518.26,Credit Card,2025-05-16
ORD00454,Arjun Nair,Central,Clothing,7,20467.98,5962.98,Net Banking,2024-01-05
ORD00455,Priya Menon,South,Office Supplies,1,44654.32,10681.85,Cash,2024-07-14
ORD00456,Rahul Joshi,North,Furniture,4,34829.47,4739.85,Credit Card,2024-04-15
ORD00457,Suresh Menon,Central,Office Supplies,3,3731.71,229.24,Debit Card,2025-04-11
ORD00458,Ajay Das,Central,Office Supplies,7,44454.72,13286.1,Debit Card,2025-05-16
ORD00459,Neha Jain,South,Furniture,7,1446.67,153.46,Credit Card,2024-08-04
ORD00460,Rahul Das,Central,Furniture,2,18646.28,3964.85,UPI,2025-01-19
ORD00461,Rohan Jain,Central,Groceries,1,29899.24,1853.46,UPI,2025-10-31
ORD00462,Rahul Sharma,North,Clothing,8,19322.56,3609.85,Net Banking,2025-12-19
ORD00463,Vikram Reddy,North,Office Supplies,7,33252.4,7169.91,Debit Card,2025-09-29
ORD00464,Asha Verma,South,Clothing,2,25823.45,5278.95,Debit Card,2024-04-26
ORD00465,Ananya Iyer,South,Groceries,4,39008.97,10059.43,Credit Card,2025-01-01
ORD00466,Divya Gupta,South,Electronics,9,25069.56,2555.18,Net Banking,2024-12-04
ORD00467,Meera Sharma,North,Electronics,2,41843.99,9090.84,Credit Card,2024-04-02
ORD00468,Ajay Patel,North,Office Supplies,4,23109.19,6801.56,Debit Card,2025-04-20
ORD00469,Priya Patel,South,Electronics,5,18330.63,4017.92,Net Banking,2024-04-28
ORD00470,Ananya Yadav,North,Electronics,3,33336.07,3087.86,Debit Card,2025-03-24
ORD00471,Asha Gupta,North,Office Supplies,6,9552.04,1434.66,Net Banking,2024-10-05
ORD00472,Suresh Verma,West,Clothing,3,6096.3,1365.83,UPI,2024-06-12
ORD00473,Ananya Singh,Central,Clothing,10,34080.46,3248.38,Net Banking,2025-01-02
ORD00474,Asha Sharma,South,Clothing,8,6090.41,930.74,UPI,2024-03-05
ORD00475,Rohan Joshi,East,Electronics,9,38492.67,7473.82,Cash,2024-08-17
ORD00476,Amit Menon,Central,Groceries,2,21925.97,5079.44,Net Banking,2024-12-20
ORD00477,Suresh Nair,Central,Groceries,1,1076.42,305.27,Cash,2025-04-25
ORD00478,Kavya Yadav,South,Electronics,8,16371.37,2172.87,Debit Card,2024-02-21
ORD00479,Ajay Reddy,Central,Clothing,7,40946.61,2854.29,Net Banking,2025-08-09
ORD00480,Manoj Patel,West,Clothing,6,6375.99,1111.61,UPI,2024-04-15
ORD00481,Suresh Singh,North,Groceries,9,508.4,36.97,Cash,2025-09-25
ORD00482,Pooja Kapoor,Central,Groceries,4,32902.5,5397.72,Debit Card,2025-01-07
ORD00483,Priya Yadav,South,Clothing,6,28227.47,5784.92,Net Banking,2025-11-03
ORD00484,Neha Verma,West,Electronics,2,38086.34,4015.7,Debit Card,2024-12-29
ORD00485,Pooja Menon,Central,Office Supplies,2,2766.02,251.82,Credit Card,2025-02-23
ORD00486,Ananya Gupta,Central,Furniture,4,6476.92,1703.74,Credit Card,2025-04-13
ORD00487,Karthik Verma,East,Electronics,7,2801.77,583.64,Cash,2024-05-06
ORD00488,Manoj Iyer,Central,Groceries,3,48210.81,2462.82,UPI,2025-07-20
ORD00489,Divya Yadav,Central,Clothing,9,39163.53,10869.66,Cash,2024-06-26
ORD00490,Vikram Patel,West,Groceries,10,44193.45,7779.26,Net Banking,2025-03-04
ORD00491,Asha Kapoor,South,Office Supplies,7,48197.88,14103.8,Net Banking,2024-05-16
ORD00492,Vikram Singh,Central,Groceries,5,42232.18,7895.37,Debit Card,2025-12-29
ORD00493,Nisha Joshi,South,Furniture,4,31396.3,3850.6,Debit Card,2025-11-19
ORD00494,Vikram Verma,South,Groceries,9,34868.44,4553.66,UPI,2024-12-26
ORD00495,Nisha Iyer,Central,Groceries,7,33875.05,9263.69,Cash,2024-10-19
ORD00496,Divya Jain,North,Groceries,2,1750.97,151.16,UPI,2024-07-23
ORD00497,Rohan Jain,South,Office Supplies,5,7748.21,507.57,Debit Card,2024-07-27
ORD00498,Nisha Sharma,East,Clothing,2,30997.39,6784.76,Cash,2024-08-17
ORD00499,Nisha Singh,South,Groceries,5,34800.34,2148.75,Net Banking,2025-01-31
ORD00500,Divya Jain,East,Groceries,1,1141.78,128.83,Cash,2025-03-29
ORD00501,Meera Kapoor,East,Groceries,9,37053.28,3672.62,Credit Card,2024-10-28
ORD00502,Manoj Nair,North,Furniture,3,36886.43,2944.96,UPI,2025-03-14
ORD00503,Rohan Menon,East,Furniture,3,29407.31,3345.2,Debit Card,2025-04-22
ORD00504,Vikram Sharma,South,Office Supplies,10,3017.34,854.2,Cash,2025-11-08
ORD00505,Pooja Iyer,Central,Groceries,6,4107.6,932.1,Cash,2024-08-13
ORD00506,Sneha Menon,North,Groceries,3,21088.6,3885.76,UPI,2024-12-23
ORD00507,Meera Kapoor,South,Office Supplies,6,18359.49,1920.61,Cash,2025-06-27
ORD00508,Kavya Menon,North,Electronics,6,22560.53,6229.51,Cash,2025-09-28
ORD00509,Meera Sharma,East,Clothing,2,19600.86,3627.32,Debit Card,2024-01-26
ORD00510,Ajay Yadav,East,Groceries,9,22555.07,1375.02,Credit Card,2024-11-24
ORD00511,Ajay Patel,North,Furniture,9,26893.69,5559.82,Credit Card,2025-11-17
ORD00512,Karthik Yadav,West,Electronics,4,27118.83,6120.33,Net Banking,2025-10-24
ORD00513,Arjun Verma,South,Electronics,8,35984.98,2140.08,UPI,2024-02-25
ORD00514,Sneha Jain,East,Groceries,2,28960.63,3096.22,Debit Card,2025-02-21
ORD00515,Suresh Iyer,West,Clothing,6,1336.1,291.7,Cash,2024-01-07
ORD00516,Asha Patel,Central,Electronics,2,18206.16,3198.99,Debit Card,2025-12-03
ORD00517,Pooja Das,North,Office Supplies,8,19379.97,4952.18,UPI,2025-04-30
ORD00518,Sneha Menon,South,Furniture,7,39940.14,10478.97,Debit Card,2025-10-11
ORD00519,Vikram Gupta,East,Electronics,9,43800.96,3738.13,UPI,2024-01-06
ORD00520,Varun Das,West,Groceries,9,47375.48,5977.5,Debit Card,2024-08-04
ORD00521,Divya Kapoor,Central,Furniture,3,9607.64,1962.08,Debit Card,2024-07-17
ORD00522,Ananya Nair,Central,Electronics,9,23332.63,4372.91,Debit Card,2025-11-18
ORD00523,Arjun Gupta,North,Furniture,10,24615.93,3266.85,Credit Card,2025-11-18
ORD00524,Meera Patel,East,Groceries,2,45055.87,5832.32,Net Banking,2024-12-02
ORD00525,Asha Joshi,East,Groceries,3,28494.82,4021.28,Debit Card,2025-03-14
ORD00526,Sneha Sharma,East,Furniture,4,35753.86,7515.81,Debit Card,2025-01-03
ORD00527,Vikram Joshi,East,Clothing,8,22545.22,5494.08,Net Banking,2025-07-18
ORD00528,Ananya Nair,Central,Electronics,5,43006.33,3655.56,Cash,2024-07-20
ORD00529,Rohan Verma,North,Electronics,1,42554.57,8847.38,Cash,2025-08-15
ORD00530,Suresh Jain,Central,Furniture,1,27803.9,5167.84,Cash,2025-04-28
ORD00531,Vikram Kumar,West,Furniture,10,36794.73,4516.55,Net Banking,2025-05-28
ORD00532,Ajay Patel,West,Office Supplies,9,1024.29,112.39,Cash,2025-12-01
ORD00533,Sneha Jain,Central,Furniture,8,8381.51,1605.81,Cash,2025-11-06
ORD00534,Vikram Verma,West,Office Supplies,1,11331.55,1948.01,UPI,2024-09-27
ORD00535,Neha Reddy,North,Furniture,9,45432.44,6374.75,Net Banking,2025-04-10
ORD00536,Priya Sharma,East,Electronics,9,31861.57,3771.58,Debit Card,2025-08-15
ORD00537,Nisha Das,South,Clothing,7,18582.19,3964.22,UPI,2025-06-13
ORD00538,Rohan Singh,South,Groceries,7,17968.45,4796.32,Net Banking,2025-05-08
ORD00539,Asha Sharma,Central,Furniture,8,8697.49,602.49,Debit Card,2024-08-04
ORD00540,Vikram Nair,South,Office Supplies,10,36006.48,2865.49,Credit Card,2025-02-28
ORD00541,Amit Verma,North,Clothing,8,24211.55,4786.57,Net Banking,2024-01-23
ORD00542,Meera Sharma,South,Groceries,10,8475.89,1757.77,UPI,2025-08-09
ORD00543,Vikram Sharma,South,Office Supplies,3,26073.71,3946.62,Cash,2025-10-14
ORD00544,Rahul Kapoor,East,Electronics,4,22735.57,6779.61,Net Banking,2024-06-23
ORD00545,Meera Yadav,West,Groceries,3,39833.5,10162.06,Credit Card,2025-09-30
ORD00546,Ajay Gupta,South,Office Supplies,8,30028.4,2018.23,Net Banking,2025-01-29
ORD00547,Vikram Patel,North,Furniture,9,43049.79,7580.63,Net Banking,2024-06-02
ORD00548,Asha Patel,South,Clothing,10,30190.78,8134.55,Cash,2025-05-30
ORD00549,Ananya Patel,West,Furniture,10,27194.66,1367.89,Net Banking,2025-06-18
ORD00550,Divya Kumar,North,Groceries,7,11859.57,2971.71,Net Banking,2024-12-24
ORD00551,Varun Jain,Central,Electronics,7,7127.21,1206.53,Credit Card,2024-03-26
ORD00552,Pooja Das,Central,Clothing,5,9856.54,2240.27,UPI,2025-08-14
ORD00553,Ajay Patel,Central,Electronics,7,32900.03,7301.89,Debit Card,2025-02-22
ORD00554,Neha Patel,South,Clothing,10,13054.82,3443.13,Net Banking,2025-08-01
ORD00555,Neha Das,East,Clothing,4,20954.79,5153.77,Net Banking,2024-07-02
ORD00556,Neha Menon,Central,Clothing,5,49431.16,9610.05,Net Banking,2024-05-21
ORD00557,Ananya Verma,South,Clothing,3,5463.79,967.56,Debit Card,2025-07-17
ORD00558,Asha Verma,North,Furniture,7,48246.23,2476.12,UPI,2024-05-28
ORD00559,Kavya Kapoor,Central,Clothing,2,3671.98,387.18,UPI,2025-09-15
ORD00560,Priya Verma,West,Clothing,10,32980.67,4011.02,Cash,2024-02-28
ORD00561,Sneha Joshi,West,Clothing,1,10484.51,2246.0,Cash,2024-10-19
ORD00562,Karthik Sharma,Central,Groceries,9,35073.26,7147.84,UPI,2025-01-03
ORD00563,Meera Joshi,North,Furniture,2,49842.45,12207.32,Debit Card,2025-11-16
ORD00564,Suresh Singh,Central,Furniture,9,1260.64,284.79,UPI,2025-07-16
ORD00565,Pooja Verma,Central,Groceries,6,17700.02,4493.66,Credit Card,2025-09-12
ORD00566,Karthik Iyer,West,Groceries,1,13424.82,2037.67,UPI,2025-07-26
ORD00567,Arjun Menon,East,Office Supplies,2,40245.64,11638.13,Cash,2025-08-11
ORD00568,Rohan Verma,West,Clothing,10,24439.68,2708.36,Debit Card,2025-04-14
ORD00569,Manoj Kapoor,Central,Electronics,8,6255.28,418.41,Credit Card,2025-11-24
ORD00570,Meera Jain,East,Clothing,6,26066.96,1366.71,Debit Card,2024-09-11
ORD00571,Pooja Patel,West,Office Supplies,2,27950.3,2644.7,Debit Card,2024-12-28
ORD00572,Karthik Kapoor,Central,Office Supplies,3,47382.35,10460.92,Credit Card,2025-05-25
ORD00573,Karthik Reddy,South,Office Supplies,4,11845.77,3064.92,Cash,2024-12-30
ORD00574,Vikram Jain,North,Electronics,2,33952.7,7328.89,Cash,2024-01-07
ORD00575,Nisha Sharma,West,Office Supplies,10,16113.14,4423.55,Cash,2024-10-08
ORD00576,Kavya Nair,Central,Office Supplies,7,11493.59,2231.67,UPI,2025-06-22
ORD00577,Divya Iyer,Central,Electronics,9,17690.8,4689.83,Credit Card,2025-04-13
ORD00578,Ananya Verma,Central,Clothing,6,34615.92,1833.09,Credit Card,2025-01-23
ORD00579,Varun Patel,East,Office Supplies,10,43161.18,4177.49,Debit Card,2024-08-30
ORD00580,Rohan Iyer,Central,Office Supplies,6,9603.73,1498.04,Net Banking,2025-12-18
ORD00581,Neha Kumar,West,Office Supplies,8,9404.52,778.55,Cash,2025-12-03
ORD00582,Meera Yadav,North,Office Supplies,4,27989.33,7391.34,Credit Card,2024-05-29
ORD00583,Vikram Iyer,North,Furniture,7,25230.09,7541.03,Cash,2025-06-30
ORD00584,Amit Jain,West,Office Supplies,5,28325.85,5437.39,Net Banking,2024-04-11
ORD00585,Sneha Sharma,South,Office Supplies,8,42029.1,3113.33,Debit Card,2024-09-23
ORD00586,Neha Kumar,Central,Groceries,5,17534.94,2681.8,Debit Card,2025-11-26
ORD00587,Asha Reddy,Central,Groceries,9,9139.67,2239.93,Debit Card,2024-11-28
ORD00588,Ajay Iyer,West,Electronics,7,30876.36,5123.56,Credit Card,2024-06-20
ORD00589,Amit Singh,Central,Groceries,7,42520.59,2884.43,Credit Card,2024-12-17
ORD00590,Meera Kumar,East,Office Supplies,5,30466.56,4535.37,Net Banking,2025-01-06
ORD00591,Varun Menon,West,Clothing,3,9602.37,535.57,Credit Card,2025-11-08
ORD00592,Rohan Verma,North,Furniture,3,20153.76,1489.13,Net Banking,2025-07-15
ORD00593,Priya Sharma,West,Groceries,2,5644.46,1154.44,UPI,2025-11-01
ORD00594,Suresh Gupta,South,Furniture,5,22436.44,1830.88,Cash,2024-06-23
ORD00595,Rahul Sharma,East,Office Supplies,8,23626.08,6325.28,Debit Card,2025-07-15
ORD00596,Manoj Nair,Central,Furniture,10,30080.42,6249.56,Cash,2025-03-21
ORD00597,Ajay Joshi,Central,Office Supplies,6,24341.76,2599.26,UPI,2025-03-28
ORD00598,Pooja Kumar,West,Office Supplies,3,15526.86,776.7,Credit Card,2024-12-18
ORD00599,Pooja Iyer,Central,Electronics,8,47374.4,8018.91,UPI,2025-03-16
ORD00600,Pooja Das,South,Electronics,9,18995.37,2905.04,Cash,2025-03-23
ORD00601,Suresh Reddy,South,Clothing,7,11419.33,797.1,Credit Card,2025-06-13
ORD00602,Asha Jain,East,Office Supplies,9,40536.03,6211.17,UPI,2024-07-05
ORD00603,Vikram Gupta,North,Clothing,10,22911.98,5157.9,Net Banking,2024-07-11
ORD00604,Amit Sharma,South,Electronics,9,1595.48,467.61,Debit Card,2024-10-02
ORD00605,Vikram Verma,West,Electronics,4,4964.75,266.51,Credit Card,2024-12-16
ORD00606,Divya Gupta,West,Office Supplies,8,34998.27,2027.6,UPI,2024-05-29
